IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.168.155,80,80,false,SIN,Asia Pacific,Singapore,14,5.36
47.245.34.140,2095,2095,false,SIN,Asia Pacific,Singapore,169,5.35
47.74.26.196,2095,2095,false,HKG,Asia Pacific,Hong Kong,162,5.35
47.245.58.250,2095,2095,false,NRT,Asia Pacific,Tokyo,86,5.35
47.245.39.28,2096,2096,true,NRT,Asia Pacific,Tokyo,153,5.35
8.209.200.73,8080,8080,false,NRT,Asia Pacific,Tokyo,94,5.35
8.210.9.129,2087,2087,true,SIN,Asia Pacific,Singapore,79,5.34
8.210.156.6,2052,2052,false,HKG,Asia Pacific,Hong Kong,61,5.34
47.245.14.216,2053,2053,true,SIN,Asia Pacific,Singapore,216,5.34
47.242.174.27,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,5.34
47.245.41.69,2083,2083,true,HKG,Asia Pacific,Hong Kong,383,5.34
47.74.3.2,2052,2052,false,SIN,Asia Pacific,Singapore,164,5.34
47.245.26.167,2086,2086,false,SIN,Asia Pacific,Singapore,160,5.34
47.245.14.216,8443,8443,true,NRT,Asia Pacific,Tokyo,120,5.33
47.74.11.219,8080,8080,false,NRT,Asia Pacific,Tokyo,88,5.33
8.210.55.134,2053,2053,true,HKG,Asia Pacific,Hong Kong,48,5.33
8.219.56.205,80,80,false,SIN,Asia Pacific,Singapore,5,5.33
8.209.243.172,8080,8080,false,SIN,Asia Pacific,Singapore,166,5.33
47.236.145.180,2095,2095,false,SIN,Asia Pacific,Singapore,47,5.32
47.74.3.2,2095,2095,false,SIN,Asia Pacific,Singapore,158,5.32
8.209.240.227,2087,2087,true,NRT,Asia Pacific,Tokyo,78,5.32
47.74.16.255,8880,8880,false,NRT,Asia Pacific,Tokyo,211,5.32
8.219.73.21,8080,8080,false,SIN,Asia Pacific,Singapore,19,5.32
8.222.164.209,2096,2096,true,SIN,Asia Pacific,Singapore,78,5.32
47.74.26.131,2082,2082,false,NRT,Asia Pacific,Tokyo,76,5.32
8.219.58.64,8880,8880,false,SIN,Asia Pacific,Singapore,32,5.32
8.210.9.129,80,80,false,SIN,Asia Pacific,Singapore,69,5.32
47.245.39.49,80,80,false,HKG,Asia Pacific,Hong Kong,167,5.31
47.74.49.62,8443,8443,true,LAX,North America,Los Angeles,261,5.31
47.91.17.102,2087,2087,true,SIN,Asia Pacific,Singapore,324,5.31
8.210.146.108,80,80,false,HKG,Asia Pacific,Hong Kong,128,5.31
47.74.11.9,2083,2083,true,SIN,Asia Pacific,Singapore,188,5.31
8.219.129.38,2052,2052,false,SIN,Asia Pacific,Singapore,7,5.30
47.236.5.223,8443,8443,true,SIN,Asia Pacific,Singapore,158,5.30
8.222.240.47,2087,2087,true,SIN,Asia Pacific,Singapore,132,5.30
47.245.13.93,8880,8880,false,SIN,Asia Pacific,Singapore,168,5.30
8.219.58.64,2095,2095,false,SIN,Asia Pacific,Singapore,18,5.30
47.236.117.48,8080,8080,false,SIN,Asia Pacific,Singapore,24,5.30
47.236.11.84,8443,8443,true,SIN,Asia Pacific,Singapore,132,5.30
47.245.30.144,2083,2083,true,NRT,Asia Pacific,Tokyo,138,5.30
8.219.58.64,2086,2086,false,SIN,Asia Pacific,Singapore,6,5.30
47.245.30.65,2083,2083,true,SIN,Asia Pacific,Singapore,265,5.29
8.219.61.52,8880,8880,false,SIN,Asia Pacific,Singapore,13,5.29
47.91.14.69,8880,8880,false,LAX,North America,Los Angeles,178,5.29
47.245.33.158,2086,2086,false,NRT,Asia Pacific,Tokyo,76,5.29
47.245.56.29,2087,2087,true,NRT,Asia Pacific,Tokyo,122,5.29
8.218.146.204,8443,8443,true,SIN,Asia Pacific,Singapore,101,5.29
47.74.4.47,8080,8080,false,SIN,Asia Pacific,Singapore,167,5.28
47.245.52.240,8080,8080,false,HKG,Asia Pacific,Hong Kong,186,5.28
47.245.37.98,2082,2082,false,SIN,Asia Pacific,Singapore,163,5.28
47.74.43.95,2053,2053,true,SIN,Asia Pacific,Singapore,265,5.28
8.218.207.169,2087,2087,true,SIN,Asia Pacific,Singapore,100,5.28
47.245.40.55,2053,2053,true,HKG,Asia Pacific,Hong Kong,314,5.28
8.222.137.166,8443,8443,true,SIN,Asia Pacific,Singapore,125,5.27
47.245.56.207,2095,2095,false,SIN,Asia Pacific,Singapore,176,5.27
8.219.104.242,8080,8080,false,SIN,Asia Pacific,Singapore,9,5.27
47.74.27.211,80,80,false,SIN,Asia Pacific,Singapore,162,5.27
8.219.70.117,8443,8443,true,SIN,Asia Pacific,Singapore,55,5.27
47.245.4.22,2087,2087,true,HKG,Asia Pacific,Hong Kong,315,5.26
47.245.52.153,2052,2052,false,NRT,Asia Pacific,Tokyo,78,5.26
47.91.21.107,8080,8080,false,HKG,Asia Pacific,Hong Kong,289,5.26
47.245.54.140,8443,8443,true,SIN,Asia Pacific,Singapore,203,5.26
8.219.55.31,80,80,false,SIN,Asia Pacific,Singapore,2,5.26
47.74.52.188,8880,8880,false,HKG,Asia Pacific,Hong Kong,166,5.26
47.245.9.99,2095,2095,false,HKG,Asia Pacific,Hong Kong,200,5.26
47.74.10.135,80,80,false,SIN,Asia Pacific,Singapore,178,5.25
47.245.13.93,2082,2082,false,SIN,Asia Pacific,Singapore,164,5.25
47.245.57.38,2086,2086,false,HKG,Asia Pacific,Hong Kong,174,5.25
47.245.108.213,2052,2052,false,SIN,Asia Pacific,Singapore,15,5.25
8.210.55.134,2087,2087,true,HKG,Asia Pacific,Hong Kong,37,5.25
47.245.56.121,2083,2083,true,NRT,Asia Pacific,Tokyo,135,5.24
47.245.37.37,2053,2053,true,SIN,Asia Pacific,Singapore,340,5.24
47.245.33.56,8443,8443,true,NRT,Asia Pacific,Tokyo,307,5.24
8.209.243.99,2053,2053,true,NRT,Asia Pacific,Tokyo,96,5.24
8.210.117.18,443,443,true,SIN,Asia Pacific,Singapore,108,5.24
47.242.155.183,80,80,false,HKG,Asia Pacific,Hong Kong,35,5.24
8.219.137.50,2086,2086,false,SIN,Asia Pacific,Singapore,7,5.23
47.91.10.241,2053,2053,true,NRT,Asia Pacific,Tokyo,109,5.23
47.245.58.175,2083,2083,true,SIN,Asia Pacific,Singapore,224,5.23
47.74.34.73,8443,8443,true,NRT,Asia Pacific,Tokyo,90,5.23
47.245.41.69,2096,2096,true,HKG,Asia Pacific,Hong Kong,178,5.22
47.245.33.163,80,80,false,NRT,Asia Pacific,Tokyo,90,5.22
8.217.91.121,8080,8080,false,SIN,Asia Pacific,Singapore,83,5.22
47.74.5.99,80,80,false,HKG,Asia Pacific,Hong Kong,138,5.22
47.245.9.99,2086,2086,false,SIN,Asia Pacific,Singapore,167,5.22
47.236.97.254,2096,2096,true,SIN,Asia Pacific,Singapore,79,5.22
8.222.223.34,2096,2096,true,SIN,Asia Pacific,Singapore,132,5.22
47.245.52.240,80,80,false,SIN,Asia Pacific,Singapore,162,5.22
47.245.56.50,2083,2083,true,HKG,Asia Pacific,Hong Kong,250,5.22
47.74.34.162,2087,2087,true,HKG,Asia Pacific,Hong Kong,196,5.22
8.210.9.129,8443,8443,true,SIN,Asia Pacific,Singapore,77,5.21
8.222.131.102,2053,2053,true,SIN,Asia Pacific,Singapore,16,5.21
8.222.167.147,2096,2096,true,SIN,Asia Pacific,Singapore,85,5.21
47.74.26.132,2053,2053,true,SIN,Asia Pacific,Singapore,239,5.21
8.219.100.155,2095,2095,false,SIN,Asia Pacific,Singapore,8,5.21
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,11,5.21
8.219.156.148,80,80,false,SIN,Asia Pacific,Singapore,6,5.21
8.209.222.31,2087,2087,true,NRT,Asia Pacific,Tokyo,87,5.20
47.245.29.162,80,80,false,SIN,Asia Pacific,Singapore,186,5.20
47.245.11.108,2082,2082,false,LAX,North America,Los Angeles,187,5.20
8.219.4.122,2083,2083,true,SIN,Asia Pacific,Singapore,36,5.20
47.245.10.164,8080,8080,false,SIN,Asia Pacific,Singapore,172,5.20
8.222.164.44,8080,8080,false,SIN,Asia Pacific,Singapore,9,5.20
8.222.150.197,2096,2096,true,SIN,Asia Pacific,Singapore,84,5.20
8.219.101.72,2053,2053,true,SIN,Asia Pacific,Singapore,96,5.19
47.74.33.65,8443,8443,true,LAX,North America,Los Angeles,235,5.19
8.222.210.182,2087,2087,true,SIN,Asia Pacific,Singapore,69,5.19
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,45,5.19
47.245.37.12,8080,8080,false,LAX,North America,Los Angeles,175,5.19
47.74.15.80,2095,2095,false,NRT,Asia Pacific,Tokyo,72,5.19
47.74.10.135,8443,8443,true,SIN,Asia Pacific,Singapore,175,5.19
47.76.146.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,5.19
8.209.243.99,80,80,false,NRT,Asia Pacific,Tokyo,77,5.19
47.74.13.200,2086,2086,false,LAX,North America,Los Angeles,175,5.19
47.236.145.180,2096,2096,true,SIN,Asia Pacific,Singapore,47,5.19
47.245.41.69,2052,2052,false,SIN,Asia Pacific,Singapore,197,5.19
47.74.8.238,80,80,false,HKG,Asia Pacific,Hong Kong,372,5.18
8.219.100.155,8880,8880,false,SIN,Asia Pacific,Singapore,16,5.18
47.245.4.143,2052,2052,false,HKG,Asia Pacific,Hong Kong,168,5.18
8.217.91.121,2082,2082,false,SIN,Asia Pacific,Singapore,76,5.18
8.210.119.11,2053,2053,true,SIN,Asia Pacific,Singapore,154,5.18
47.91.19.249,2082,2082,false,SIN,Asia Pacific,Singapore,152,5.18
8.210.245.224,8880,8880,false,SIN,Asia Pacific,Singapore,104,5.17
8.218.52.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,5.17
47.236.148.174,8880,8880,false,SIN,Asia Pacific,Singapore,19,5.17
8.222.168.234,2095,2095,false,SIN,Asia Pacific,Singapore,46,5.17
47.91.1.199,8080,8080,false,HKG,Asia Pacific,Hong Kong,185,5.17
47.242.79.71,2087,2087,true,SIN,Asia Pacific,Singapore,149,5.17
47.245.40.55,2083,2083,true,HKG,Asia Pacific,Hong Kong,201,5.17
8.219.126.3,2096,2096,true,SIN,Asia Pacific,Singapore,72,5.17
47.91.21.202,8880,8880,false,SIN,Asia Pacific,Singapore,162,5.16
8.219.153.44,2083,2083,true,SIN,Asia Pacific,Singapore,109,5.16
47.74.26.132,2083,2083,true,SIN,Asia Pacific,Singapore,161,5.16
47.74.43.95,2096,2096,true,SIN,Asia Pacific,Singapore,158,5.15
8.209.215.247,2083,2083,true,NRT,Asia Pacific,Tokyo,74,5.15
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,5.15
47.74.26.196,2086,2086,false,HKG,Asia Pacific,Hong Kong,171,5.15
8.219.145.245,2052,2052,false,SIN,Asia Pacific,Singapore,5,5.15
47.91.3.179,2086,2086,false,NRT,Asia Pacific,Tokyo,81,5.14
47.245.33.158,2052,2052,false,NRT,Asia Pacific,Tokyo,88,5.14
47.245.40.55,2052,2052,false,HKG,Asia Pacific,Hong Kong,159,5.14
47.245.30.208,2086,2086,false,HKG,Asia Pacific,Hong Kong,183,5.14
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,5.14
8.219.167.65,2083,2083,true,SIN,Asia Pacific,Singapore,71,5.14
8.209.212.5,8880,8880,false,SIN,Asia Pacific,Singapore,285,5.13
47.245.37.41,8080,8080,false,NRT,Asia Pacific,Tokyo,73,5.13
47.245.62.84,2083,2083,true,NRT,Asia Pacific,Tokyo,262,5.13
47.245.33.158,8080,8080,false,NRT,Asia Pacific,Tokyo,86,5.13
47.245.12.38,8443,8443,true,LAX,North America,Los Angeles,266,5.13
47.245.57.38,80,80,false,HKG,Asia Pacific,Hong Kong,169,5.13
8.222.211.16,80,80,false,SIN,Asia Pacific,Singapore,17,5.13
47.242.155.183,8080,8080,false,HKG,Asia Pacific,Hong Kong,42,5.13
47.245.37.89,8880,8880,false,SIN,Asia Pacific,Singapore,164,5.12
47.245.38.233,8080,8080,false,NRT,Asia Pacific,Tokyo,72,5.12
8.209.243.99,2082,2082,false,NRT,Asia Pacific,Tokyo,91,5.12
8.222.131.102,8880,8880,false,SIN,Asia Pacific,Singapore,26,5.12
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,59,5.12
8.209.222.31,8080,8080,false,NRT,Asia Pacific,Tokyo,76,5.11
47.245.12.38,2053,2053,true,SIN,Asia Pacific,Singapore,395,5.11
47.245.57.109,80,80,false,HKG,Asia Pacific,Hong Kong,170,5.11
47.245.8.185,80,80,false,HKG,Asia Pacific,Hong Kong,171,5.11
47.91.3.179,2095,2095,false,NRT,Asia Pacific,Tokyo,224,5.11
8.219.122.96,2083,2083,true,SIN,Asia Pacific,Singapore,88,5.11
47.245.40.161,2086,2086,false,SIN,Asia Pacific,Singapore,164,5.11
47.74.27.94,2087,2087,true,SIN,Asia Pacific,Singapore,210,5.10
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,38,5.10
47.74.26.196,8880,8880,false,HKG,Asia Pacific,Hong Kong,171,5.10
47.236.116.208,8443,8443,true,SIN,Asia Pacific,Singapore,79,5.10
8.219.152.195,2053,2053,true,SIN,Asia Pacific,Singapore,106,5.10
8.210.119.11,8880,8880,false,SIN,Asia Pacific,Singapore,70,5.10
47.245.113.12,2087,2087,true,SIN,Asia Pacific,Singapore,38,5.09
8.222.144.219,8080,8080,false,SIN,Asia Pacific,Singapore,8,5.09
47.245.31.0,8443,8443,true,SIN,Asia Pacific,Singapore,258,5.09
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,5.09
47.245.113.117,2096,2096,true,SIN,Asia Pacific,Singapore,91,5.09
47.74.6.16,8080,8080,false,HKG,Asia Pacific,Hong Kong,147,5.09
8.209.214.157,2086,2086,false,NRT,Asia Pacific,Tokyo,78,5.09
47.74.8.238,2083,2083,true,LAX,North America,Los Angeles,174,5.09
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,18,5.09
8.219.101.138,2087,2087,true,SIN,Asia Pacific,Singapore,44,5.09
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,5.08
8.219.122.55,2095,2095,false,SIN,Asia Pacific,Singapore,5,5.08
8.219.102.252,8080,8080,false,SIN,Asia Pacific,Singapore,4,5.08
8.219.142.229,8080,8080,false,SIN,Asia Pacific,Singapore,4,5.08
8.219.104.242,8443,8443,true,SIN,Asia Pacific,Singapore,86,5.07
8.222.136.196,2082,2082,false,SIN,Asia Pacific,Singapore,14,5.07
8.209.215.247,2087,2087,true,NRT,Asia Pacific,Tokyo,88,5.07
47.245.42.162,8080,8080,false,LAX,North America,Los Angeles,183,5.07
8.210.245.224,8080,8080,false,SIN,Asia Pacific,Singapore,74,5.06
47.245.33.158,2096,2096,true,NRT,Asia Pacific,Tokyo,161,5.06
8.218.146.204,8880,8880,false,SIN,Asia Pacific,Singapore,84,5.06
8.218.48.92,2087,2087,true,SIN,Asia Pacific,Singapore,167,5.06
47.245.30.65,2096,2096,true,LAX,North America,Los Angeles,268,5.06
8.222.187.107,2086,2086,false,SIN,Asia Pacific,Singapore,18,5.06
47.245.37.29,8880,8880,false,SIN,Asia Pacific,Singapore,156,5.06
47.74.7.51,8443,8443,true,NRT,Asia Pacific,Tokyo,118,5.06
47.74.12.139,8080,8080,false,SIN,Asia Pacific,Singapore,159,5.06
47.245.58.175,80,80,false,SIN,Asia Pacific,Singapore,165,5.05
8.219.78.1,80,80,false,SIN,Asia Pacific,Singapore,26,5.05
8.210.39.96,2083,2083,true,SIN,Asia Pacific,Singapore,70,5.05
8.210.65.1,2095,2095,false,SIN,Asia Pacific,Singapore,69,5.05
47.236.148.174,8080,8080,false,SIN,Asia Pacific,Singapore,19,5.05
8.210.39.96,2053,2053,true,SIN,Asia Pacific,Singapore,99,5.05
47.245.15.236,2082,2082,false,LAX,North America,Los Angeles,175,5.04
47.236.104.98,2082,2082,false,SIN,Asia Pacific,Singapore,24,5.04
47.245.113.12,8443,8443,true,SIN,Asia Pacific,Singapore,31,5.04
8.210.55.134,2095,2095,false,HKG,Asia Pacific,Hong Kong,44,5.04
8.210.117.18,80,80,false,SIN,Asia Pacific,Singapore,111,5.04
47.74.37.50,2053,2053,true,LAX,North America,Los Angeles,232,5.04
47.243.70.197,2052,2052,false,SIN,Asia Pacific,Singapore,87,5.03
8.217.167.88,2083,2083,true,HKG,Asia Pacific,Hong Kong,85,5.03
47.74.15.120,8880,8880,false,LAX,North America,Los Angeles,180,5.02
8.219.58.64,2052,2052,false,SIN,Asia Pacific,Singapore,38,5.02
8.217.251.62,2087,2087,true,SIN,Asia Pacific,Singapore,108,5.02
8.217.193.25,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,5.02
47.245.41.69,8080,8080,false,LAX,North America,Los Angeles,179,5.02
47.91.10.241,2082,2082,false,SIN,Asia Pacific,Singapore,145,5.02
47.245.39.28,2053,2053,true,NRT,Asia Pacific,Tokyo,130,5.02
47.245.54.58,8443,8443,true,NRT,Asia Pacific,Tokyo,203,5.01
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,41,5.01
8.218.149.193,2053,2053,true,SIN,Asia Pacific,Singapore,122,5.01
47.245.10.156,8443,8443,true,SIN,Asia Pacific,Singapore,218,5.01
47.245.108.213,2082,2082,false,SIN,Asia Pacific,Singapore,5,5.01
47.242.155.183,2095,2095,false,HKG,Asia Pacific,Hong Kong,36,5.01
47.74.43.95,2087,2087,true,SIN,Asia Pacific,Singapore,178,5.01
47.245.62.84,8880,8880,false,SIN,Asia Pacific,Singapore,153,5.01
8.217.159.210,2095,2095,false,HKG,Asia Pacific,Hong Kong,40,5.01
8.222.154.227,2095,2095,false,SIN,Asia Pacific,Singapore,18,5.01
47.236.99.131,8080,8080,false,SIN,Asia Pacific,Singapore,16,5.00
47.245.54.58,2086,2086,false,SIN,Asia Pacific,Singapore,157,5.00
47.245.53.50,2096,2096,true,SIN,Asia Pacific,Singapore,345,5.00
47.245.54.58,2053,2053,true,NRT,Asia Pacific,Tokyo,183,5.00
47.74.11.9,2096,2096,true,SIN,Asia Pacific,Singapore,185,5.00
47.236.147.146,2087,2087,true,SIN,Asia Pacific,Singapore,104,4.99
47.245.10.77,2083,2083,true,SIN,Asia Pacific,Singapore,300,4.99
47.245.41.169,2096,2096,true,NRT,Asia Pacific,Tokyo,94,4.99
8.219.61.52,8080,8080,false,SIN,Asia Pacific,Singapore,21,4.99
8.219.161.129,2082,2082,false,SIN,Asia Pacific,Singapore,7,4.99
47.245.12.126,2053,2053,true,SIN,Asia Pacific,Singapore,246,4.99
47.245.37.37,2096,2096,true,HKG,Asia Pacific,Hong Kong,196,4.99
47.74.33.65,2087,2087,true,HKG,Asia Pacific,Hong Kong,203,4.99
8.219.103.65,2096,2096,true,SIN,Asia Pacific,Singapore,82,4.98
8.219.73.188,2083,2083,true,SIN,Asia Pacific,Singapore,54,4.98
8.218.204.128,2095,2095,false,SIN,Asia Pacific,Singapore,80,4.98
47.245.32.215,2052,2052,false,NRT,Asia Pacific,Tokyo,85,4.98
47.74.40.13,2083,2083,true,LAX,North America,Los Angeles,276,4.98
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,27,4.98
47.74.22.171,2082,2082,false,HKG,Asia Pacific,Hong Kong,171,4.98
47.245.10.77,8080,8080,false,SIN,Asia Pacific,Singapore,159,4.98
47.74.13.94,2082,2082,false,NRT,Asia Pacific,Tokyo,87,4.98
47.242.174.27,8443,8443,true,HKG,Asia Pacific,Hong Kong,98,4.98
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,24,4.98
8.218.142.253,2087,2087,true,SIN,Asia Pacific,Singapore,77,4.97
8.219.63.193,80,80,false,SIN,Asia Pacific,Singapore,3,4.97
47.245.8.156,2087,2087,true,LAX,North America,Los Angeles,276,4.97
8.219.60.54,8443,8443,true,SIN,Asia Pacific,Singapore,32,4.97
47.245.41.169,8880,8880,false,LAX,North America,Los Angeles,173,4.97
8.210.107.246,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,4.97
8.210.65.1,8443,8443,true,SIN,Asia Pacific,Singapore,100,4.97
47.245.3.137,2053,2053,true,NRT,Asia Pacific,Tokyo,95,4.96
8.210.21.65,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,4.96
8.209.243.99,8880,8880,false,NRT,Asia Pacific,Tokyo,75,4.96
47.245.12.38,2095,2095,false,SIN,Asia Pacific,Singapore,156,4.96
47.91.3.135,2053,2053,true,SIN,Asia Pacific,Singapore,167,4.95
47.245.59.244,8880,8880,false,HKG,Asia Pacific,Hong Kong,202,4.95
47.243.70.197,8080,8080,false,SIN,Asia Pacific,Singapore,76,4.95
47.236.15.73,2086,2086,false,SIN,Asia Pacific,Singapore,35,4.95
8.222.159.252,8880,8880,false,SIN,Asia Pacific,Singapore,8,4.95
47.236.104.11,2095,2095,false,SIN,Asia Pacific,Singapore,24,4.95
47.245.8.156,2095,2095,false,SIN,Asia Pacific,Singapore,154,4.94
8.219.98.13,2082,2082,false,SIN,Asia Pacific,Singapore,5,4.94
47.74.11.219,8880,8880,false,NRT,Asia Pacific,Tokyo,82,4.94
8.209.240.229,8443,8443,true,NRT,Asia Pacific,Tokyo,285,4.94
8.219.55.31,2095,2095,false,SIN,Asia Pacific,Singapore,11,4.94
47.245.13.93,2083,2083,true,HKG,Asia Pacific,Hong Kong,302,4.94
8.217.85.14,8443,8443,true,HKG,Asia Pacific,Hong Kong,80,4.94
47.245.9.99,2053,2053,true,SIN,Asia Pacific,Singapore,213,4.94
47.74.34.162,8880,8880,false,SIN,Asia Pacific,Singapore,150,4.94
47.245.54.140,2095,2095,false,NRT,Asia Pacific,Tokyo,89,4.93
47.245.52.165,8443,8443,true,SIN,Asia Pacific,Singapore,207,4.93
47.245.39.28,2095,2095,false,NRT,Asia Pacific,Tokyo,90,4.93
47.245.37.98,2083,2083,true,LAX,North America,Los Angeles,268,4.93
8.219.111.175,2082,2082,false,SIN,Asia Pacific,Singapore,7,4.93
47.74.27.211,2087,2087,true,NRT,Asia Pacific,Tokyo,134,4.93
8.219.58.64,2096,2096,true,SIN,Asia Pacific,Singapore,54,4.93
47.245.12.126,8443,8443,true,NRT,Asia Pacific,Tokyo,203,4.93
47.74.13.66,2082,2082,false,SIN,Asia Pacific,Singapore,165,4.92
47.74.16.67,2086,2086,false,LAX,North America,Los Angeles,172,4.92
8.222.155.242,8880,8880,false,SIN,Asia Pacific,Singapore,57,4.92
47.91.18.207,8080,8080,false,SIN,Asia Pacific,Singapore,149,4.92
47.74.33.65,2083,2083,true,SIN,Asia Pacific,Singapore,311,4.92
47.245.4.143,2086,2086,false,LAX,North America,Los Angeles,183,4.92
47.236.87.206,2096,2096,true,SIN,Asia Pacific,Singapore,76,4.92
8.219.56.205,2095,2095,false,SIN,Asia Pacific,Singapore,60,4.91
8.210.55.134,2052,2052,false,HKG,Asia Pacific,Hong Kong,41,4.91
8.222.129.32,2082,2082,false,SIN,Asia Pacific,Singapore,35,4.91
8.219.53.142,8443,8443,true,SIN,Asia Pacific,Singapore,76,4.90
8.219.103.57,2083,2083,true,SIN,Asia Pacific,Singapore,125,4.90
47.236.144.196,2082,2082,false,SIN,Asia Pacific,Singapore,17,4.90
47.245.37.89,8080,8080,false,NRT,Asia Pacific,Tokyo,78,4.89
47.74.18.121,2052,2052,false,SIN,Asia Pacific,Singapore,160,4.89
8.209.214.222,2083,2083,true,SIN,Asia Pacific,Singapore,178,4.89
47.245.10.77,2082,2082,false,LAX,North America,Los Angeles,175,4.89
47.74.12.139,2096,2096,true,LAX,North America,Los Angeles,314,4.89
8.219.82.35,8443,8443,true,SIN,Asia Pacific,Singapore,48,4.88
47.245.33.56,8080,8080,false,NRT,Asia Pacific,Tokyo,77,4.88
47.91.10.241,2086,2086,false,NRT,Asia Pacific,Tokyo,75,4.88
47.74.14.85,2083,2083,true,LAX,North America,Los Angeles,246,4.88
47.245.13.93,2052,2052,false,NRT,Asia Pacific,Tokyo,77,4.88
47.245.15.236,8443,8443,true,SIN,Asia Pacific,Singapore,382,4.88
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,23,4.88
47.91.10.241,80,80,false,NRT,Asia Pacific,Tokyo,74,4.88
47.245.9.99,2096,2096,true,SIN,Asia Pacific,Singapore,292,4.88
47.245.37.37,2082,2082,false,SIN,Asia Pacific,Singapore,154,4.88
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,39,4.88
47.245.54.58,2095,2095,false,NRT,Asia Pacific,Tokyo,87,4.88
8.219.93.5,8080,8080,false,SIN,Asia Pacific,Singapore,9,4.88
47.91.17.102,2082,2082,false,SIN,Asia Pacific,Singapore,148,4.87
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,4.87
8.210.55.134,8443,8443,true,HKG,Asia Pacific,Hong Kong,44,4.87
8.218.127.249,2086,2086,false,HKG,Asia Pacific,Hong Kong,61,4.87
47.236.161.155,2052,2052,false,SIN,Asia Pacific,Singapore,13,4.87
47.245.4.219,8443,8443,true,SIN,Asia Pacific,Singapore,279,4.87
47.245.13.93,2095,2095,false,NRT,Asia Pacific,Tokyo,82,4.87
47.245.32.215,2053,2053,true,SIN,Asia Pacific,Singapore,169,4.87
47.236.145.180,8080,8080,false,SIN,Asia Pacific,Singapore,40,4.87
8.222.147.203,2053,2053,true,SIN,Asia Pacific,Singapore,109,4.86
47.74.50.249,2096,2096,true,SIN,Asia Pacific,Singapore,253,4.86
47.91.18.207,2082,2082,false,NRT,Asia Pacific,Tokyo,80,4.86
47.242.59.216,2087,2087,true,HKG,Asia Pacific,Hong Kong,60,4.85
8.222.180.242,2052,2052,false,SIN,Asia Pacific,Singapore,16,4.85
47.74.10.135,2053,2053,true,LAX,North America,Los Angeles,246,4.85
47.245.52.240,2052,2052,false,HKG,Asia Pacific,Hong Kong,172,4.85
8.222.175.78,2082,2082,false,SIN,Asia Pacific,Singapore,23,4.84
47.242.59.216,2086,2086,false,HKG,Asia Pacific,Hong Kong,39,4.84
8.222.226.15,2096,2096,true,SIN,Asia Pacific,Singapore,93,4.84
8.222.128.131,2095,2095,false,SIN,Asia Pacific,Singapore,25,4.84
8.210.107.246,443,443,true,HKG,Asia Pacific,Hong Kong,104,4.84
47.91.31.235,2086,2086,false,NRT,Asia Pacific,Tokyo,74,4.84
47.245.56.121,2087,2087,true,SIN,Asia Pacific,Singapore,245,4.84
47.74.15.117,8443,8443,true,SIN,Asia Pacific,Singapore,235,4.84
47.74.26.132,2086,2086,false,SIN,Asia Pacific,Singapore,165,4.84
8.219.93.5,2083,2083,true,SIN,Asia Pacific,Singapore,97,4.83
47.245.8.68,2053,2053,true,SIN,Asia Pacific,Singapore,302,4.83
47.243.70.197,2083,2083,true,SIN,Asia Pacific,Singapore,95,4.83
47.245.6.9,2053,2053,true,HKG,Asia Pacific,Hong Kong,182,4.83
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,4.83
8.219.115.215,2083,2083,true,SIN,Asia Pacific,Singapore,65,4.83
47.74.7.51,80,80,false,NRT,Asia Pacific,Tokyo,78,4.83
47.245.54.98,2087,2087,true,NRT,Asia Pacific,Tokyo,209,4.83
8.219.103.126,8443,8443,true,SIN,Asia Pacific,Singapore,104,4.83
8.219.61.52,8443,8443,true,SIN,Asia Pacific,Singapore,42,4.82
47.245.108.213,80,80,false,SIN,Asia Pacific,Singapore,7,4.82
47.74.27.94,2052,2052,false,HKG,Asia Pacific,Hong Kong,173,4.82
47.242.174.27,2082,2082,false,HKG,Asia Pacific,Hong Kong,38,4.82
8.219.153.44,8880,8880,false,SIN,Asia Pacific,Singapore,3,4.82
